"term","HR","std.error","statistic","p.value","lower95","upper95"
"hr_statusHR+",0.555248590459913,0.221096092125424,-2.66101200217251,0.00779061800298604,0.359989745569237,0.856416053519017
"age_decade",1.27824127536503,0.0768930241597065,3.19255396942204,0.00141020589079004,1.09941428684214,1.48615565360707
